ID,OneHotEncoder,LetterComposition
787,[0 0 0 ... 0 0 1],"[0.06070288 0.         0.03194888 0.04792332 0.06389776 0.04792332
 0.06070288 0.04472843 0.02236422 0.         0.0543131  0.17891374
 0.01597444 0.02875399 0.         0.04792332 0.06709265 0.03514377
 0.05750799 0.05111821 0.06389776 0.         0.01916933 0.        ]"
788,[0 0 0 ... 0 0 1],"[0.07692308 0.         0.02197802 0.03296703 0.08791209 0.03296703
 0.05494505 0.05494505 0.04395604 0.         0.06593407 0.18681319
 0.03296703 0.03296703 0.         0.03296703 0.05494505 0.06593407
 0.04395604 0.02197802 0.05494505 0.         0.         0.        ]"
789,[0 0 0 ... 0 0 1],"[0.06187767 0.         0.01351351 0.04978663 0.05974395 0.04694168
 0.07183499 0.03342817 0.0455192  0.         0.03840683 0.10455192
 0.02418208 0.06543385 0.         0.05192034 0.04480797 0.05903272
 0.05832148 0.05192034 0.06827881 0.00924609 0.04125178 0.        ]"
790,[0 0 0 ... 0 0 1],"[0.06036537 0.         0.01509134 0.050834   0.06036537 0.04924543
 0.07069102 0.03335981 0.04527403 0.         0.03971406 0.09928515
 0.02382844 0.0675139  0.         0.05162828 0.0420969  0.05957109
 0.05798253 0.05321684 0.06989674 0.01032566 0.03971406 0.        ]"
791,[0 0 0 ... 0 0 1],"[0.06410256 0.         0.01495726 0.05270655 0.06267806 0.04843305
 0.07051282 0.03205128 0.0462963  0.         0.04131054 0.1025641
 0.02350427 0.06410256 0.         0.0519943  0.04202279 0.05626781
 0.05626781 0.05128205 0.06837607 0.00925926 0.04131054 0.        ]"
792,[0 0 0 ... 0 0 1],"[0.06123869 0.         0.01461378 0.0598469  0.06471816 0.04732081
 0.07098121 0.03340292 0.04592902 0.         0.04105776 0.10160056
 0.02505219 0.06263048 0.         0.05288796 0.04036186 0.05636743
 0.05427975 0.05080028 0.06750174 0.00904662 0.04036186 0.        ]"
793,[0 0 0 ... 0 0 1],"[0.0590688  0.         0.01320361 0.05698402 0.06184851 0.04586518
 0.07227241 0.03474635 0.04517026 0.         0.03822099 0.10354413
 0.0257123  0.06393329 0.         0.05281445 0.04308548 0.0590688
 0.05628909 0.0514246  0.06740792 0.00903405 0.04030577 0.        ]"
794,[0 0 0 ... 0 0 1],"[0.09006928 0.         0.02309469 0.05542725 0.06466513 0.04618938
 0.0669746  0.02771363 0.03926097 0.         0.03926097 0.1039261
 0.01616628 0.06235566 0.         0.05311778 0.04618938 0.04157044
 0.06928406 0.04157044 0.05311778 0.00923788 0.05080831 0.        ]"
795,[0 0 0 ... 0 0 1],"[0.08275862 0.         0.0183908  0.04597701 0.05517241 0.04137931
 0.07126437 0.03218391 0.03678161 0.         0.02988506 0.11034483
 0.0183908  0.06666667 0.         0.05287356 0.05517241 0.05057471
 0.07586207 0.04367816 0.05287356 0.0091954  0.05057471 0.        ]"
796,[0 0 0 ... 0 0 1],"[0.05727554 0.         0.01470588 0.05882353 0.0626935  0.04798762
 0.07120743 0.03482972 0.04489164 0.         0.03947368 0.09829721
 0.0255418  0.06578947 0.         0.05263158 0.04024768 0.05959752
 0.05572755 0.05263158 0.06888545 0.01006192 0.03869969 0.        ]"
797,[0 0 0 ... 0 0 1],"[0.06993007 0.         0.01398601 0.05594406 0.09090909 0.04545455
 0.04545455 0.02797203 0.06993007 0.         0.07342657 0.06643357
 0.01048951 0.06293706 0.         0.03146853 0.05944056 0.04545455
 0.04195804 0.06643357 0.06993007 0.01748252 0.03496503 0.        ]"
798,[0 0 0 ... 0 0 1],"[0.06976744 0.         0.01744186 0.05813953 0.11627907 0.05232558
 0.05232558 0.04651163 0.03488372 0.         0.04651163 0.09883721
 0.01162791 0.0755814  0.         0.04069767 0.02325581 0.05232558
 0.05232558 0.03488372 0.06976744 0.01744186 0.02906977 0.        ]"
799,[0 0 0 ... 0 0 1],"[0.04444444 0.         0.02407407 0.0537037  0.05555556 0.05925926
 0.06296296 0.03148148 0.04814815 0.         0.04444444 0.08888889
 0.02962963 0.0537037  0.         0.05740741 0.03888889 0.06296296
 0.07962963 0.0462963  0.05185185 0.01296296 0.0537037  0.        ]"
800,[0 0 0 ... 0 0 1],"[0.04319654 0.         0.01943844 0.05399568 0.05183585 0.06911447
 0.06047516 0.02807775 0.0475162  0.         0.0475162  0.08207343
 0.02807775 0.05399568 0.         0.05399568 0.04319654 0.0712743
 0.06263499 0.05399568 0.05831533 0.00863931 0.06263499 0.        ]"
801,[0 0 0 ... 0 0 1],"[0.05981941 0.         0.02257336 0.03724605 0.05191874 0.04401806
 0.07336343 0.0282167  0.02934537 0.         0.02934537 0.08690745
 0.02031603 0.04514673 0.         0.09593679 0.03047404 0.08465011
 0.12528217 0.05417607 0.0462754  0.00790068 0.02708804 0.        ]"
802,[0 0 0 ... 0 0 1],"[0.06364749 0.         0.02080783 0.03916769 0.05263158 0.04651163
 0.07833537 0.03059976 0.02692778 0.         0.03059976 0.08812729
 0.02080783 0.04773562 0.         0.08323133 0.03059976 0.08567931
 0.11627907 0.05263158 0.04773562 0.00979192 0.02815177 0.        ]"
803,[0 0 0 ... 0 0 1],"[0.05974026 0.         0.01818182 0.04025974 0.05454545 0.05064935
 0.07012987 0.03116883 0.02467532 0.         0.03116883 0.09220779
 0.02077922 0.05064935 0.         0.09090909 0.02987013 0.08051948
 0.11298701 0.05454545 0.04675325 0.00909091 0.03116883 0.        ]"
804,[0 0 0 ... 0 0 1],"[0.06064356 0.         0.01980198 0.04084158 0.0519802  0.04826733
 0.0730198  0.02970297 0.02722772 0.         0.03094059 0.08910891
 0.0210396  0.04826733 0.         0.08910891 0.03217822 0.07920792
 0.11881188 0.05569307 0.0470297  0.00866337 0.02846535 0.        ]"
805,[0 0 0 ... 0 0 1],"[0.04556962 0.         0.01518987 0.05316456 0.06835443 0.06075949
 0.05822785 0.04050633 0.02278481 0.         0.03544304 0.10886076
 0.01772152 0.03544304 0.         0.09367089 0.03544304 0.07594937
 0.0835443  0.05316456 0.05316456 0.00759494 0.03544304 0.        ]"
806,[0 0 0 ... 0 0 1],"[0.06119611 0.         0.01947149 0.04172462 0.05841446 0.05146036
 0.07649513 0.03337969 0.02642559 0.         0.03337969 0.08623088
 0.02086231 0.05006954 0.         0.08205841 0.03198887 0.07510431
 0.10292072 0.05146036 0.05285118 0.01251739 0.03198887 0.        ]"
807,[0 0 0 ... 0 0 1],"[0.06264775 0.         0.0212766  0.03782506 0.05555556 0.04609929
 0.07919622 0.03073286 0.02600473 0.         0.03309693 0.08865248
 0.02009456 0.04609929 0.         0.08274232 0.02955083 0.08510638
 0.11820331 0.05082742 0.04964539 0.00945626 0.02718676 0.        ]"
808,[0 0 0 ... 0 0 1],"[0.07398171 0.         0.01911887 0.0482128  0.06317539 0.04655029
 0.04904406 0.01579385 0.08063175 0.         0.05486284 0.09226933
 0.03325021 0.04239401 0.         0.04322527 0.02660017 0.04738155
 0.07065669 0.07065669 0.07813799 0.0074813  0.03657523 0.        ]"
809,[0 0 0 ... 0 0 1],"[0.0758092  0.         0.01959114 0.04684838 0.06303237 0.04770017
 0.05025554 0.01618399 0.08177172 0.         0.05536627 0.09284497
 0.03321976 0.04088586 0.         0.04258944 0.02725724 0.04599659
 0.07069847 0.06643952 0.07921635 0.0076661  0.03662692 0.        ]"
810,[0 0 0 ... 0 0 1],"[0.07526882 0.         0.01433692 0.06451613 0.09677419 0.03942652
 0.04301075 0.01433692 0.03225806 0.         0.08602151 0.09677419
 0.02508961 0.02150538 0.         0.04659498 0.03225806 0.11111111
 0.09318996 0.03942652 0.04301075 0.00716846 0.01792115 0.        ]"
811,[0 0 0 ... 0 0 1],"[0.06435644 0.         0.02475248 0.06435644 0.1039604  0.02970297
 0.06930693 0.00990099 0.02475248 0.         0.05445545 0.05940594
 0.03465347 0.02970297 0.         0.04950495 0.03960396 0.11386139
 0.11881188 0.03960396 0.04455446 0.01485149 0.00990099 0.        ]"
812,[0 0 0 ... 0 0 1],"[0.08641975 0.         0.02083333 0.04783951 0.06790123 0.02546296
 0.08179012 0.02314815 0.02700617 0.         0.03240741 0.13888889
 0.01466049 0.02469136 0.         0.07716049 0.05092593 0.08024691
 0.08256173 0.05324074 0.04243827 0.01157407 0.01080247 0.        ]"
813,[0 0 0 ... 0 0 1],"[0.0799458  0.         0.01355014 0.04336043 0.08401084 0.01626016
 0.09214092 0.02303523 0.02303523 0.         0.03252033 0.10298103
 0.01219512 0.01761518 0.         0.1300813  0.05826558 0.08672087
 0.08401084 0.0501355  0.03387534 0.01084011 0.00542005 0.        ]"
814,[0 0 0 ... 0 0 1],"[0.04373757 0.         0.02186879 0.055666   0.05168986 0.06361829
 0.05964215 0.02584493 0.04373757 0.         0.055666   0.07157058
 0.027833   0.05367793 0.         0.06560636 0.0417495  0.06560636
 0.0695825  0.04572565 0.06560636 0.00795229 0.06361829 0.        ]"
815,[0 0 0 ... 0 0 1],"[0.04347826 0.         0.02173913 0.05731225 0.04940711 0.06521739
 0.05928854 0.0256917  0.04347826 0.         0.05335968 0.07312253
 0.02766798 0.0513834  0.         0.06521739 0.03952569 0.06521739
 0.06916996 0.04743083 0.07114625 0.00790514 0.06324111 0.        ]"
816,[0 0 0 ... 0 0 1],"[0.06199854 0.         0.01604668 0.05251641 0.07731583 0.02407002
 0.05543399 0.02261123 0.05032823 0.         0.0809628  0.11086798
 0.02334063 0.04230489 0.         0.05178702 0.04668125 0.05178702
 0.11013858 0.04668125 0.05762217 0.00656455 0.01094092 0.        ]"
817,[0 0 0 ... 0 0 1],"[0.05957768 0.         0.0158371  0.0520362  0.07843137 0.02488688
 0.05279035 0.02262443 0.0520362  0.         0.08069382 0.11161388
 0.02413273 0.04298643 0.         0.0505279  0.04675716 0.0520362
 0.10935143 0.04826546 0.05731523 0.00678733 0.01131222 0.        ]"
818,[0 0 0 ... 0 0 1],"[0.06012024 0.         0.02805611 0.04408818 0.06012024 0.02805611
 0.05410822 0.02805611 0.04809619 0.         0.06412826 0.14829659
 0.02004008 0.04609218 0.         0.03607214 0.03607214 0.04609218
 0.10621242 0.04609218 0.0741483  0.00801603 0.01803607 0.        ]"
819,[0 0 0 ... 0 0 1],"[0.05113636 0.         0.02840909 0.08522727 0.05681818 0.02840909
 0.03409091 0.02840909 0.03977273 0.         0.03977273 0.13636364
 0.00568182 0.05681818 0.         0.04545455 0.05113636 0.05113636
 0.06818182 0.06818182 0.0625     0.01704545 0.04545455 0.        ]"
820,[0 0 0 ... 0 0 1],"[0.06259098 0.         0.01965066 0.05240175 0.07787482 0.02256186
 0.05604076 0.02110626 0.04803493 0.         0.0727802  0.11499272
 0.02547307 0.04002911 0.         0.05458515 0.04439592 0.06040757
 0.11062591 0.04585153 0.05458515 0.00582242 0.01018923 0.        ]"
821,[0 0 0 ... 0 0 1],"[0.04230769 0.         0.03076923 0.05384615 0.08846154 0.02692308
 0.03846154 0.01923077 0.05769231 0.         0.07307692 0.12307692
 0.03846154 0.02307692 0.         0.03846154 0.03461538 0.05769231
 0.09230769 0.04230769 0.08461538 0.01538462 0.01923077 0.        ]"
822,[0 0 0 ... 0 0 1],"[0.06259314 0.         0.02160954 0.05216095 0.0752608  0.02235469
 0.05365127 0.02086438 0.04843517 0.         0.07153502 0.11847988
 0.02608048 0.04172876 0.         0.05588674 0.04172876 0.05961252
 0.10879285 0.04918033 0.05514158 0.0052161  0.00968703 0.        ]"
823,[0 0 0 ... 0 0 1],"[0.09756098 0.         0.01881533 0.05087108 0.06689895 0.02299652
 0.08501742 0.02299652 0.0174216  0.         0.02439024 0.13728223
 0.01393728 0.02090592 0.         0.08989547 0.05017422 0.08501742
 0.08780488 0.04808362 0.04320557 0.0097561  0.00696864 0.        ]"
824,[0 0 0 ... 0 0 1],"[0.09620991 0.         0.01895044 0.05102041 0.06924198 0.02405248
 0.08090379 0.02332362 0.01822157 0.         0.0255102  0.13994169
 0.0138484  0.02113703 0.         0.08892128 0.04956268 0.08309038
 0.08892128 0.04956268 0.04154519 0.00874636 0.00728863 0.        ]"
825,[0 0 0 ... 0 0 1],"[0.08677686 0.         0.01652893 0.04132231 0.10743802 0.03305785
 0.08264463 0.01652893 0.02479339 0.         0.05371901 0.14876033
 0.01239669 0.02479339 0.         0.04132231 0.06198347 0.0785124
 0.05371901 0.03719008 0.04545455 0.01239669 0.02066116 0.        ]"
826,[0 0 0 ... 0 0 1],"[0.10204082 0.         0.01020408 0.04081633 0.10204082 0.03061224
 0.04081633 0.02040816 0.05102041 0.         0.10204082 0.07142857
 0.02040816 0.05102041 0.         0.03061224 0.04081633 0.08163265
 0.06122449 0.05102041 0.05102041 0.02040816 0.02040816 0.        ]"
827,[0 0 0 ... 0 0 1],"[0.07069971 0.         0.02040816 0.04810496 0.06778426 0.02842566
 0.07507289 0.0255102  0.02186589 0.         0.04446064 0.12755102
 0.01239067 0.03498542 0.         0.08163265 0.05247813 0.07069971
 0.09620991 0.05174927 0.04810496 0.01020408 0.01166181 0.        ]"
828,[0 0 0 ... 0 0 1],"[0.05882353 0.         0.00941176 0.04       0.07294118 0.02588235
 0.10117647 0.01176471 0.01176471 0.         0.04470588 0.06588235
 0.01411765 0.01647059 0.         0.17882353 0.05411765 0.10352941
 0.09882353 0.05176471 0.01882353 0.01647059 0.00470588 0.        ]"
829,[0 0 0 ... 0 0 1],"[0.09248555 0.         0.02312139 0.05202312 0.06358382 0.02312139
 0.02890173 0.01734104 0.04046243 0.         0.05202312 0.12138728
 0.02312139 0.04046243 0.         0.05780347 0.08092486 0.08092486
 0.0867052  0.04046243 0.04624277 0.01734104 0.01156069 0.        ]"
830,[0 0 0 ... 0 0 1],"[0.05981941 0.         0.02370203 0.03724605 0.0496614  0.04514673
 0.0778781  0.03047404 0.02708804 0.         0.03386005 0.08690745
 0.02031603 0.04514673 0.         0.09255079 0.03611738 0.08126411
 0.1241535  0.04740406 0.04740406 0.00902935 0.0248307  0.        ]"
831,[0 0 0 ... 0 0 1],"[0.06372549 0.         0.02205882 0.03921569 0.0502451  0.04779412
 0.08088235 0.03431373 0.02818627 0.         0.03431373 0.08823529
 0.02083333 0.04779412 0.         0.08088235 0.03676471 0.08210784
 0.11397059 0.04534314 0.04779412 0.00980392 0.02573529 0.        ]"
832,[0 0 0 ... 0 0 1],"[0.05857741 0.         0.0223152  0.0404463  0.05439331 0.05299861
 0.07670851 0.0376569  0.027894   0.         0.0362622  0.08647141
 0.0209205  0.05160391 0.         0.07391911 0.0362622  0.07391911
 0.10878661 0.0460251  0.05299861 0.0125523  0.0292887  0.        ]"
833,[0 0 0 ... 0 0 1],"[0.1024735  0.         0.01060071 0.04240283 0.09540636 0.01766784
 0.09893993 0.02473498 0.01060071 0.         0.03886926 0.13074205
 0.01413428 0.02473498 0.         0.0565371  0.06713781 0.05300353
 0.07773852 0.06360424 0.04240283 0.02120141 0.00706714 0.        ]"
834,[0 0 0 ... 0 0 1],"[0.07274969 0.         0.00739827 0.04192355 0.04932182 0.03575832
 0.09001233 0.01972873 0.06041924 0.         0.05548705 0.06658446
 0.01849568 0.07768187 0.         0.06288533 0.04685573 0.03329223
 0.06781751 0.08631319 0.05548705 0.01109741 0.04069051 0.        ]"
835,[0 0 0 ... 0 0 1],"[0.06168224 0.         0.01121495 0.0411215  0.0317757  0.03738318
 0.08411215 0.01869159 0.05420561 0.         0.04299065 0.0635514
 0.02616822 0.08785047 0.         0.06915888 0.05420561 0.02429907
 0.08037383 0.1046729  0.05607477 0.01308411 0.03738318 0.        ]"
836,[0 0 0 ... 0 0 1],"[0.06557377 0.         0.01229508 0.03688525 0.02868852 0.03688525
 0.08811475 0.01844262 0.05327869 0.         0.04303279 0.06557377
 0.02663934 0.08401639 0.         0.06762295 0.05532787 0.02254098
 0.07786885 0.11270492 0.05942623 0.0102459  0.03483607 0.        ]"
837,[0 0 0 ... 0 0 1],"[0.05949657 0.         0.01372998 0.03203661 0.02745995 0.04118993
 0.09153318 0.02059497 0.05949657 0.         0.0389016  0.07093822
 0.02517162 0.08695652 0.         0.06636156 0.05491991 0.0228833
 0.07322654 0.10755149 0.05720824 0.01144165 0.0389016  0.        ]"
838,[0 0 0 ... 0 0 1],"[0.06132075 0.         0.03301887 0.05660377 0.08962264 0.03773585
 0.06603774 0.03537736 0.04009434 0.         0.06132075 0.11084906
 0.03301887 0.03537736 0.         0.04481132 0.04481132 0.06132075
 0.07311321 0.03773585 0.04481132 0.00235849 0.03066038 0.        ]"
839,[0 0 0 ... 0 0 1],"[0.05730659 0.         0.04297994 0.03724928 0.08022923 0.03724928
 0.05730659 0.0487106  0.06017192 0.         0.05730659 0.11461318
 0.03438395 0.03438395 0.         0.05157593 0.05730659 0.05444126
 0.0773639  0.02578797 0.0487106  0.00286533 0.02005731 0.        ]"
840,[0 0 0 ... 0 0 1],"[0.05105105 0.         0.00900901 0.04654655 0.04204204 0.05105105
 0.07207207 0.03903904 0.05105105 0.         0.04504505 0.12312312
 0.01501502 0.06156156 0.         0.04504505 0.01051051 0.06606607
 0.1036036  0.06156156 0.07657658 0.01501502 0.01501502 0.        ]"
841,[0 0 0 ... 0 0 1],"[0.04693878 0.         0.0122449  0.05306122 0.01836735 0.06326531
 0.06530612 0.04081633 0.04897959 0.         0.04693878 0.13265306
 0.01428571 0.06122449 0.         0.05306122 0.00816327 0.05714286
 0.12040816 0.05306122 0.0755102  0.01632653 0.0122449  0.        ]"
842,[0 0 0 ... 0 0 1],"[0.08024691 0.         0.01851852 0.09876543 0.11111111 0.04938272
 0.01851852 0.         0.0617284  0.         0.11728395 0.07407407
 0.01851852 0.07407407 0.         0.01851852 0.01851852 0.01851852
 0.04938272 0.06790123 0.05555556 0.00617284 0.04320988 0.        ]"
843,[0 0 0 ... 0 0 1],"[0.07894737 0.         0.01973684 0.10526316 0.09868421 0.04605263
 0.01973684 0.         0.05263158 0.         0.125      0.08552632
 0.01973684 0.07894737 0.         0.01315789 0.01973684 0.01973684
 0.05263158 0.06578947 0.06578947 0.00657895 0.02631579 0.        ]"
844,[0 0 0 ... 0 0 1],"[0.06023222 0.         0.01306241 0.05224964 0.06748911 0.03338171
 0.07837446 0.03701016 0.0478955  0.         0.04426705 0.08998549
 0.01886792 0.05515239 0.         0.06531205 0.02975327 0.04644412
 0.07910015 0.0616836  0.06966618 0.01161103 0.03846154 0.        ]"
845,[0 0 0 ... 0 0 1],"[0.05030891 0.         0.01500441 0.05119153 0.06796117 0.03618711
 0.07149162 0.04148279 0.05472198 0.         0.05030891 0.07678729
 0.02206531 0.06090026 0.         0.05736981 0.03265666 0.03706973
 0.08296558 0.06531333 0.07325684 0.01059135 0.0423654  0.        ]"
846,[0 0 0 ... 0 0 1],"[0.06909091 0.         0.0230303  0.04484848 0.06424242 0.03515152
 0.04848485 0.02424242 0.04606061 0.         0.07151515 0.11151515
 0.0169697  0.04363636 0.         0.05454545 0.05090909 0.03272727
 0.09939394 0.07030303 0.04727273 0.00848485 0.03757576 0.        ]"
847,[0 0 0 ... 0 0 1],"[0.0686747  0.         0.02409639 0.04457831 0.0626506  0.03614458
 0.04819277 0.02409639 0.04578313 0.         0.07108434 0.11204819
 0.01686747 0.04337349 0.         0.05421687 0.05180723 0.03253012
 0.09879518 0.07108434 0.04819277 0.00843373 0.0373494  0.        ]"
848,[0 0 0 ... 0 0 1],"[0.06859206 0.         0.02406739 0.04452467 0.06377858 0.03610108
 0.04813478 0.02406739 0.04572804 0.         0.0709988  0.11191336
 0.01684717 0.0433213  0.         0.05415162 0.05174489 0.03249097
 0.09867629 0.0709988  0.04813478 0.00842359 0.03730445 0.        ]"
849,[0 0 0 ... 0 0 1],"[0.05343511 0.         0.01717557 0.07251908 0.1240458  0.03435115
 0.03244275 0.02671756 0.05343511 0.         0.0610687  0.07442748
 0.02862595 0.03053435 0.         0.04198473 0.03435115 0.07251908
 0.09351145 0.05152672 0.05725191 0.00763359 0.03244275 0.        ]"
850,[0 0 0 ... 0 0 1],"[0.0537428  0.         0.01727447 0.07293666 0.12284069 0.03454894
 0.03262956 0.0268714  0.0537428  0.         0.06142035 0.07485605
 0.02879079 0.03071017 0.         0.04222649 0.03454894 0.07293666
 0.09213052 0.05182342 0.05758157 0.00767754 0.03071017 0.        ]"
851,[0 0 0 ... 0 0 1],"[0.04878049 0.         0.03716609 0.05749129 0.06504065 0.04529617
 0.05923345 0.03135889 0.04819977 0.         0.06968641 0.08420441
 0.014518   0.04936121 0.         0.04587689 0.03484321 0.04006969
 0.08652729 0.05284553 0.04878049 0.04239257 0.03832753 0.        ]"
852,[0 0 0 ... 0 0 1],"[0.04751735 0.         0.0379071  0.06353444 0.06620395 0.04591564
 0.0560598  0.02989856 0.04965296 0.         0.07154298 0.08115323
 0.01388147 0.04965296 0.         0.04431393 0.03523759 0.0368393
 0.08595836 0.05552589 0.04965296 0.04164442 0.0379071  0.        ]"
853,[0 0 0 ... 0 0 1],"[0.04843148 0.         0.03742433 0.06439185 0.06549257 0.04623005
 0.05503577 0.03026968 0.05063291 0.         0.07044579 0.0820033
 0.01375894 0.05008255 0.         0.04512933 0.03577325 0.03687397
 0.08475509 0.05613649 0.04733076 0.04072647 0.0390754  0.        ]"
854,[0 0 0 ... 0 0 1],"[0.07228916 0.         0.02811245 0.05823293 0.04819277 0.04819277
 0.0562249  0.02610442 0.06827309 0.         0.06425703 0.06827309
 0.01807229 0.04618474 0.         0.03815261 0.04417671 0.07630522
 0.08433735 0.0562249  0.04216867 0.00803213 0.04819277 0.        ]"
855,[0 0 0 ... 0 0 1],"[0.07407407 0.         0.02832244 0.06318083 0.05010893 0.05228758
 0.05664488 0.02832244 0.06753813 0.         0.06100218 0.07189542
 0.01960784 0.04793028 0.         0.03921569 0.04357298 0.07625272
 0.06753813 0.05228758 0.03921569 0.0087146  0.05228758 0.        ]"
856,[0 0 0 ... 0 0 1],"[0.07430998 0.         0.02760085 0.06794055 0.04883227 0.05307856
 0.05944798 0.02972399 0.06794055 0.         0.05944798 0.07643312
 0.01910828 0.04670913 0.         0.03821656 0.04458599 0.07218684
 0.06369427 0.04883227 0.03821656 0.01273885 0.05095541 0.        ]"
857,[0 0 0 ... 0 0 1],"[0.0742268  0.         0.03505155 0.06391753 0.04742268 0.05360825
 0.0556701  0.02680412 0.07010309 0.         0.0556701  0.07835052
 0.0185567  0.04536082 0.         0.04123711 0.04329897 0.07010309
 0.06391753 0.04948454 0.04329897 0.01237113 0.05154639 0.        ]"
858,[0 0 0 ... 0 0 1],"[0.0802603  0.         0.02603037 0.05206074 0.05422993 0.05206074
 0.06290672 0.02819957 0.07158351 0.         0.06290672 0.07375271
 0.01952278 0.04989154 0.         0.03036876 0.04121475 0.06507592
 0.07375271 0.05422993 0.04555315 0.00650759 0.04989154 0.        ]"
859,[0 0 0 ... 0 0 1],"[0.07050093 0.         0.03710575 0.04267161 0.06307978 0.03710575
 0.04267161 0.01298701 0.06679035 0.         0.0890538  0.09276438
 0.02597403 0.0296846  0.         0.04638219 0.0445269  0.05751391
 0.10204082 0.04267161 0.07977737 0.00556586 0.01113173 0.        ]"
860,[0 0 0 ... 0 0 1],"[0.07480315 0.         0.03543307 0.04527559 0.06692913 0.03149606
 0.04133858 0.01181102 0.06692913 0.         0.08858268 0.09645669
 0.02755906 0.02952756 0.         0.04527559 0.04527559 0.05905512
 0.1023622  0.04133858 0.07480315 0.00590551 0.00984252 0.        ]"
861,[0 0 0 ... 0 0 1],"[0.04455446 0.         0.02475248 0.04455446 0.07425743 0.04455446
 0.02970297 0.02475248 0.07673267 0.         0.08168317 0.10891089
 0.02475248 0.03465347 0.         0.05693069 0.05693069 0.04207921
 0.07178218 0.05693069 0.05445545 0.01980198 0.02722772 0.        ]"
862,[0 0 0 ... 0 0 1],"[0.04178273 0.         0.02785515 0.04178273 0.07520891 0.0362117
 0.03064067 0.02785515 0.0724234  0.         0.08077994 0.10584958
 0.02228412 0.03342618 0.         0.06128134 0.05292479 0.04456825
 0.07520891 0.05849582 0.06128134 0.02228412 0.02785515 0.        ]"
863,[0 0 0 ... 0 0 1],"[0.06318681 0.         0.02472527 0.03571429 0.0467033  0.03571429
 0.07967033 0.03846154 0.03846154 0.         0.04120879 0.09065934
 0.01373626 0.03571429 0.         0.07417582 0.04120879 0.05494505
 0.08516484 0.09615385 0.06593407 0.01373626 0.02472527 0.        ]"
864,[0 0 0 ... 0 0 1],"[0.06451613 0.         0.02580645 0.03548387 0.03548387 0.03870968
 0.08387097 0.03225806 0.04516129 0.         0.03225806 0.09677419
 0.00967742 0.03548387 0.         0.07741935 0.04193548 0.06451613
 0.07419355 0.09354839 0.07419355 0.01612903 0.02258065 0.        ]"
865,[0 0 0 ... 0 0 1],"[0.07594937 0.         0.02531646 0.02531646 0.04219409 0.02531646
 0.08860759 0.0464135  0.04219409 0.         0.0464135  0.10126582
 0.01265823 0.02953586 0.         0.08016878 0.03375527 0.04219409
 0.08016878 0.12236287 0.05485232 0.01265823 0.01265823 0.        ]"
866,[0 0 0 ... 0 0 1],"[0.06753247 0.         0.01818182 0.02857143 0.05454545 0.01818182
 0.08571429 0.01558442 0.03116883 0.         0.04155844 0.1012987
 0.01298701 0.04415584 0.         0.04935065 0.05454545 0.04155844
 0.12987013 0.11948052 0.05974026 0.00519481 0.02077922 0.        ]"
867,[0 0 0 ... 0 0 1],"[0.06097561 0.         0.02134146 0.02743902 0.05487805 0.02134146
 0.06402439 0.01219512 0.03658537 0.         0.04573171 0.11890244
 0.0152439  0.03963415 0.         0.05182927 0.04878049 0.03963415
 0.13414634 0.125      0.06097561 0.00609756 0.0152439  0.        ]"
868,[0 0 0 ... 0 0 1],"[0.06917476 0.         0.02305825 0.04490291 0.06432039 0.03519417
 0.04854369 0.02427184 0.05218447 0.         0.07160194 0.10679612
 0.0157767  0.0473301  0.         0.05582524 0.05218447 0.03276699
 0.09830097 0.06674757 0.04368932 0.00849515 0.03883495 0.        ]"
869,[0 0 0 ... 0 0 1],"[0.0686747  0.         0.02289157 0.04457831 0.06385542 0.03614458
 0.04819277 0.02409639 0.05180723 0.         0.07108434 0.10722892
 0.01566265 0.04698795 0.         0.05542169 0.05301205 0.03373494
 0.09759036 0.06746988 0.04457831 0.00843373 0.03855422 0.        ]"
870,[0 0 0 ... 0 0 1],"[0.06821107 0.         0.04247104 0.04633205 0.07078507 0.02831403
 0.05405405 0.03217503 0.03732304 0.         0.05405405 0.11711712
 0.01287001 0.02059202 0.         0.05019305 0.04118404 0.06177606
 0.11325611 0.04375804 0.06306306 0.01673102 0.02574003 0.        ]"
871,[0 0 0 ... 0 0 1],"[0.06985294 0.         0.04289216 0.04656863 0.07107843 0.02696078
 0.06004902 0.03308824 0.03553922 0.         0.05269608 0.11151961
 0.0122549  0.01960784 0.         0.05147059 0.03921569 0.06372549
 0.11029412 0.04534314 0.06372549 0.01838235 0.02573529 0.        ]"
872,[0 0 0 ... 0 0 1],"[0.0683871  0.         0.04258065 0.04516129 0.07096774 0.0283871
 0.05419355 0.03225806 0.03741935 0.         0.05419355 0.11741935
 0.01290323 0.02064516 0.         0.05032258 0.04129032 0.06193548
 0.11354839 0.04387097 0.06193548 0.01677419 0.02580645 0.        ]"
873,[0 0 0 ... 0 0 1],"[0.05084746 0.         0.03728814 0.03050847 0.07457627 0.0440678
 0.02711864 0.02372881 0.05762712 0.         0.0779661  0.14576271
 0.02033898 0.03389831 0.         0.03050847 0.05762712 0.06101695
 0.07457627 0.05762712 0.06101695 0.01016949 0.02372881 0.        ]"
874,[0 0 0 ... 0 0 1],"[0.05590062 0.         0.04347826 0.00621118 0.08074534 0.0310559
 0.01863354 0.02484472 0.07453416 0.         0.09937888 0.1242236
 0.01863354 0.03726708 0.         0.03726708 0.0621118  0.05590062
 0.07453416 0.04968944 0.05590062 0.01863354 0.0310559  0.        ]"
